1,마법사,The Magician,창조,창조적인 연애철학을 가진 당신은 감각이 일치하는 상대와 사랑을 시작합니다. 서로의 개성을 살릴수 있으며 그 사람은 인기있는 사람입니다.,새로운 계획에 착수하시게 되면 크게 발전합니다. 참신한 기획과 아이디어로 성공하며 디자인이나 광고관련 일도 잘할수 있을 것입니다.,"새로 개발된 건강기구를 적극적으로 사용해 독자적인 건강법으로 운동을 시작하고, 미용기구를 사용하게 되면 효과가 즉시 나타납니다.",재능이 많은 사람으로 취미가 결실을 맺고 서로의 개성을 살릴수 있습니다. 여행을 떠나도 좋으며 게임과 도박에서 뜻밖의 행운이 따를 것입니다.,순조로운 출발과 함께 능률적인 계획이 성공의 열쇠입니다. 응용력이 강하고 독창적이 강하며 남의 비위를 잘 맞추는 영리한 사교술이 있습니다.,만남의 기회를 만들기 어려워 사랑에 진전이 없습니다. 불쾌한 남자이며 유혹을 조심해야 하며 사랑을 키우려는 노력이 필요합니다.,"지나치게 소극적이고 상업적인 감각이 없으며 기술과 아이디어가 부족하여 실패하기 쉽습니다. 서류처리와 사기, 모략을 주의하십시요.",신진대사가 원활하지 않고 몸상태가 나쁘므로 신약이나 새로운 치료법을 맹신하지 마세요.,순조롭지 못한 여행이므로 무리한 스케줄은 피하는 것이 좋습니다. 재능이 없고 놀고 나서 후회하는 경향이 있습니다.,"결단력과 창조력, 기술부족으로 실패하며 태도가 우유뷰단하고 잔꾀는 통하지 않습니다."
11,정의,Justice,균형,성실하고 이상적인 사랑으로 두 사람이 적절한 균형을 이뤄 궁합이 좋습니다. 또한 일과 가정의 양립이 가능합니다.,"중립적인 입장이 행운을 가져오니 균형 상태를 유지하고 열심히 일하는 것이 좋습니다. 두가지 일을 동시에 추진할 수 있으고 합리적이며 재판, 법률 관계 일이 길합니다.",합리적인 건강법으로 균형이 잡혀 평균 체중으로 돌아옵니다. 적절한 진단에 기초한 자기체크를 게을리하지 않는 것이 필요합니다.,아주 재미있지 않아도 순조로운 여행이 되며 명상과 음악이 마음의 청량제 구실을 합니다. 두개의 취미를 동시에 살리는 것도 좋습니다.,조정이나 중재역을 하고 양자의 균형을 유지하는 공정한 인물입니다. 엄정한 의견이 필요하고 근면하고 공종한 태도는 호의를 얻을수 있습니다.,도덕성을 무시한 연애로 성격이 서로 다르니 이혼에 관한 재판은 불리합니다. 일방적인 애정이며 일이나 가정에 모두 충실하기에는 무리수가 있습니다.,편파적이고 편견과 독단이 심해 분쟁이나 재판문제가 발생할수 있습니다. 불리한 조건으로 균형을 이루지 못해 두가지 업무를 진행하는 것은 무리이니 부정거래에 주의해야 합니다.,편식이 많고 균형유지능력이 떨어져 다이어트를 하게 되면 역효과가 납니다. 비뚤어진 자세는 몸에 좋지 않으니 독단적인 진단과 대책은 버리는것이 좋습니다.,동행자의 잘못된 선택으로 여행지에서의 싸움은 서로의 균형상태가 깨질수 있습니다. 또한 지출을 줄이는 것이 필요합니다.,한쪽을 세우면 한쪽이 무너져 불공평 합니다. 의리와 인정사이에서 갈등하며 페어플레이가 아니기에 법적으로 불리합니다.
12,매달린 남자,The  Hanged Man,희생,헌신적인 사랑으로 고통을 각오하고 헌신하는 타입입니다. 사랑의 시련을 견디고 애정과 가정을 위해 희생하는 면이 있습니다.,시련의 시기이니 당장의 이익을 바라지 말고 손해를 바야 이익을 얻습니다. 과도기에 따르는 고통으로 가혹한 조건이나 봉사 관계 일이 길합니다.,질병과 고통으로 인해 마음대로 움직일수 없으나 쓰러지지 말고 끈기와 신념으로 극복하면 됩니다. 고통스러워도 지금 치료하면 경과가 좋습니다.,"난항을 거듭하는 여행, 단, 봉사의 목적과 정신 수행이 목적인 경우는 길합니다. 자신만 그룹에서 손해 보는 역을 맡게  될 수도 있습니다.",꼼짝할 수 없는 입장으로 애매한 상태입니다. 희생을 강요받고 극복해야 하는 과도기의 시련을 겪습니다.,보상받지 못하는 사랑으로 헌신해도 돌아보지 않는 사랑입니다. 자신만 비참해지고 이기적이며 딜레마에 까지 빠져들어 견딜 수가 없게 됩니다.,하기 싫은 일로 고생하고도 손해를 보기에 소용없는 일에 매달리지 말아야 합니다. 쓸데 없는 걱정과 근심으로 시련을 강요받고 이기적이며 벌칙에 주의할 필요가 있습니다.,다리 질환에 주의하고 이대로 무리하면 쓰러집니다.  질병을 너무 비관적으로 받아들이지 말고 효능 없는 약과 돌팔이 의사에게 의지하게 됩니다.,내키지 않는 여행이나 싫어도 가지 않을 수 없는 상황입니다. 도박에서 몽땅 날릴 수 있어 낭비와 소모만 있을 뿐입니다.,결실 없는 희생과 봉사로 멋대로 굴다간 불리한 입장에 처합니다. 깨끗이 포기하는 편이 무난하며 고집은 손해입니다.
13,죽음,Death,종말,불운한 만남으로 사이가 점점 멀어져 이혼 및 별거로 인해 사랑이 끝나게 됩니다.불행한 사랑으로 이별의 아픔이 뒤따라 고통스런 나날을 보냅니다.,"실패나 실업, 파산의 위험이 있고 계속된 손해를 보게 되어 한계 상태에 부딪힙니다. 방법이 없어 거래를 더 이상 할수 없게 되고 직장 내부의 부패가 만연합니다.",체력의 소모가 뒤따라 질병이나 사고에 유의하여야 합니다. 장기간에 걸친 무리는 스스로 무덤을 파는 결과로 병세가 악화되기 때문에 절대 안정해야 합니다.,시련의 연속인 여행으로 얻는 것보다 잃는 것이 많은 여행입니다. 여행을 떠나서도 빈집을 걱정하니 여행은 피하는 것이 좋습니다.,막다른 길로 접어들며 파멸의 날이 멀지 않았습니다. 때를 놓쳐 실패하고 불행한 사건까지 기다리고 있으니 한조각 희망도 기대하기 어렵습니다.,과거의 사랑을 버리고 새출발을 하여 진정한 사랑을 시작하는 것이 좋습니다. 포기했던 사랑의 꿈을 이룰수 있으며 결혼에 따라 호전되는 운명입니다.,혁신의 시기이므로 심기일전하여 재출발하면 명예회복을 할 수 있습니다. 이미지가 변하고 무산된 계획을 다시 추진하며 의학분야나 고물상의 일에 적합합니다.,수술과 치료에 성공하고 요양으로 이전보다 더욱 건강한 몸이 됩니다. 기사희생의 기회로써 구사일생입니다.],새로우 레저에 첫 도전하는 것이 필요하고 기분전환 겸 여행을 떠나는 것이 좋습니다. 방의 분이기를 바꾸는 것도 효과적인 스트레스 해소법입니다.,방침을 바꿔 과감한 전환이 필요합니다.시련기를 벗어나 기적적으로 부활합니다.
14,절제,Temperance,정화,순수한 사랑으로 마음과 마음이 통해 사랑이 깊어갑니다. 편안한 상대로 호의에서 애정으로 바뀝니다.,"기분 좋은 직장으로 실적이 순조롭게 증가하여 순풍에 돛을 답니다. 교환 조건을 달면 유리하고 융화, 조정이 필요하며 무역과 통역이 길합니다.",체력 증진하기에 좋은 기회로 미용 건강상 식이요법이나 온. 냉욕법이 효과적이고 피부가 부드러워집니다.,항공여행이나 장거리 여행이 좋으며 온천지에서의 요양이 효과가 큽니다. 바다나 호수 등의 물가에 행운이 있고 정보를 교류하는 집회에 참가하는 것이 필요합니다.,평범하고 흔한 반복연습으로 중요한 것을 얻으며 양자의 융합을 꾀하는 것이 필요합니다. 순화시키고 교류시키면 순조롭게 진행됩니다.,두 사람 모두 애정의 조절에 서툴러 어울리지 않고 피곤한 사람입니다. 담합 행위에 조심하고 초심으로 돌아가는 것이 필요합니다.,불규칙한 일로 피로해져 하강국면에 접어듭니다. 조정능력이 없어 손실과 낭비가 많으니 경비를 절감하는 것이 필요하겠습니다.,혈액순환과 호르몬의 균형이 맞지 않으니 생활습관을 개선하여 피를 정화시키는 채식요법을 시작하는 것이 좋습니다.,여행지에서 방심하면 문제가 생기니 분실물 주의에 힘쓰고 힘든 여행이 될수 있습니다. 소비는 많으나 실질적인 성과는 없습니다.,소모적이고 나태해집니다. 절도 없는 생활이 물심양면으로 악영향을 끼쳐 마음이 해이해지니 재충전하는 것이 필요합니다.
15,사탄,The Devil,유혹,위험한 유혹에 빠지기 쉽고 희롱을 당하며 관능에 탐닉합니다. 달갑지 않은 친절과 지나친 동정으로 자학적인 애정관을 갖고 있으며 비밀스럽고 맹목적인 사랑을 하게 됩니다.,"불황, 몰락, 부채로 구속이 많은 일이며 욕망의 노예가 될 수 있습니다. 도박에 함정이 있을 수 있으며 복종하게 되고 투자는 하지 않는 것이 좋습니다.","지병과 불면증이 있으며 잠복기 후에 병마에 시달리게 됩니다. 천식,목이 약하고 수면제와 알코올은 몸에 해로우니 눈 밑이 그늘져 보이지 않도록 건강에 주의 하는 것이 좋습니다.",여행지에서 남성의 유혹을 받고 취미에 있어 당신은 수집마니아입니다. 밤을 새는 도박은 몸에 해로우니 적당히 하고 밤늦게 까지 즐기는 것을 자제하는 것이 필요합니다.,물욕이 있고 구속을 당하며 비행 그룹이나 비밀 조직에 가담합니다. 악마의 속삭임과 유혹의 덫을 조심하는 것이 필요합니다.,이별할 때이니 의미없는 사랑에 종지부를 찍고 해방되어 서로에게 냉각 기간을 갖도록 합니다.,최악의 상항을 벗어나 경기회복의 전망이 보입니다. 부담이 줄어 들고 욕심을 버려야 괴로운 일에서 해방됩니다.,오랜 지병으로부터 벗어나 위험기를 넘길 수 있으나 쉽게 보지 말고 완치될때까지 지속적인 노력을 해야 합니다. 수면 부족은 건강에 해로우니 일찍 자고 일찍 자는 습관을 갖도록 합시다.,적당한 기분전환을 위해 절친한 사람과 조촐한 파티를 합니다. 홀린 듯이 무심코 불량품을 사는 경행이 있습니다.,구속에서 벗어나 약연이 끝나게 되고 나쁜 유혹을 뿌리쳐 생활고에서 해방됩니다.
16,무너지는 탑,The Tower,파괴,말다툼이 있고 사랑이 식어 애정을 잃게 됩니다. 주위와의 대립이 악화되고 불놀이가 파경을 가져와 예기치 않은 갑작스런 이별을 하게 됩니다.,"결정적인 타격으로 계획이 실패하여 문제가 속출합니다. 도산이나 좌천, 해고의 운이 있고 말조심을 해야 하며 불똥이 튀길 수 있으니 커다란 실수를 조심해야 합니다.",화상이나 상처입을 가능성이 크고 질병을 방치하면 심해질수 있으니 급성 질병에 주의 하는 것이 좋습니다. 입원이나 수술을 하게 될수 있고 성형 수술은 피하는 것이 좋습니다.,여행지에서의 생각지 못한 사고나 질병이 발생합니다. 높은 건물과 산은 특히 주의 하고 도박운은 없습니다.,역경에 처해 혼란 상태가 되니 분쟁에 유의해야 합니다. 신념이 무너지고 철저히 파괴되며 돌연한 사고가 발생할수 있습니다.,애정에 위기가 와서 충격을 받을수 있으니 이별을 예감해야 합니다. 분쟁이 끊이지 않아 긴박한 상태가 되고 위험한 상황에 처할 수 있습니다.,내분이 많아 파멸직전이니 그말둘 때는 마무리를 잘 해야 할 필요가 있습니다. 잘난체하다 큰코 다칠수 있고 궁지에 처하니 형사 사건을 주의 하고 배수진을 칠 수도 있습니다.,병에 대한 불안감이 높아지니 지체하지 말고 빨리 검사를 받길 바랍니다. 장기휴식을 최하는 것이 좋고 치료보다 예방하는 평상시의 주의가 필요합니다.,무리하게 감행하면 반드시 후회가 되니 여행을 거절하거나 혹은 연기해야 합니다. 불안감이나 위험을 느끼면 돌아가고 집회나 모임에서 실언을 조심할 필요가 있습니다.,집안 싸움이 일어날수 있으며 파괴의 징조가 있으니 신중히 대처할 때입니다.  긴장할 일이 생기며 돌이킬 수 없는 상황에 처하게 됩니다.
17,별,The Star,희망,이상적이며 같은 곳을 바라볼 수 있는 상대입니다. 사랑이 싹 터 멋진 연애를 하게 되고 희망에 찬 미래가 보입니다.  ,이상적인 일로 미래가 밝으며 목표 설정을 높게 잡아도 가능합니다. 새로운 구상이 샘솟고 대담한 착상으로 창조 개발 분야가 좋습니다.,젊음을 잃지 않는 육체로 탄력 있고 아름다운 피부는 청초한 매력을 불러 일으킵니다. 건강하고 쾌적한 생활이 필요하고 신선한 야채와 과일을 섭취하는 것이 필요합니다.,"동경하는 곳으로의 여행으로 멋진 여행이 됩니다. 여가를 독창적인 취미로 살리면 매우 좋고 명화감상이나 음악, 영화를 즐기는 것이 좋습니다.",앞으로의 전망이 매우 밝기에 수준을 향상시켜도 소원이 이루어집이다. 이상주의에 머무르지 않도록 노력하고 예술적이며 창조적인 발상이 뛰어나기에 생활이 아름답습니다.,기대에 못미치는 상대이고 사랑할 수 없는 상대 입니다. 외모만을 중요시 하고 이상이너무 높으며 벅찬 사랑이기에 사랑 없는 생활이 될수 있습니다.,좋아하지도 않은 일을 하고 발상력이 부족하며 아이디어가 부족해 좌절할 수 있습니다.안이한 생각으로 이상과 현실에 차이가 있습니다.,영양의 불균형으로 섭취능력이 저하 될수 있으니 심신의 피로 회복에 힘써야 합니다. 피부와 바디라인에 특히 신경을 쓰고 정신건강에도 힘쓰는 것이 필요합니다.,실망만 남는 여행이므로 집에서 한가롭게 지내는 편이 나을지도 모릅니다. 방향감각이 없으니 지도를 꼭 챙기고 남을 따라하는 취미는 좋지 않습니다.,원하는 바가 이루어지지 않고 이상이 너무 높으니 현실을 직시하는 것이 필요합니다. 창조력과 미에 대한 감각이 부족합니다.
18,달,The Moon,불안,"망설임과 거짓, 배신으로 얽혀 있고 마음의 갈피를 잡지 못해 갈팡 질팡 하는 불안한 사랑입니다. 삼각 관계에 빠질수 있으며 혼담이 성사 되지 않을 수 있으며 소문에 주의 해야 합니다.",파란이 발생하고 속임을 당하며 믿을 수 없는 일이 발생합니다. 물장사가 길하고 상모락하는 적이 있으니 대인 관계를 신중히 해야할 필요가 있습니다.,질병에 걸릴 징조로 원인 불명의 증상이며 약의 부작용이 나타날 수 있습니다. 스트레스로 인한 신경성 위염이 있고 노이로제에 걸리며 오진이나 애매한 진단에 주의할 필요가 있습니다.,뒤끝이 나쁜 여행으로 좋지 않은 인상이 남습니다. 목적성이 뚜렷하지 못하고 이성과의 여행은 스캔들을 일으키기 쉽습니다.,불안과 동요를 느끼고 가슴이 떨리며 모호한 상황이 됩니다. 적의 존재가 숨겨지고 불명예스런 소문이 도나 진실은 밝혀집니다.,망설임이 사라지고 거짓된 사랑임을 알아차리는 것이 필요합니다. 당분간 가만히 지켜보고 기다려주는 마음의 여유를 갖길 바랍니다.,자진해서 움직이면 손해이고 아직 나설 때가 아니니 조금 더 기다리는 것이 필요합니다. 피해 망상에 사로 잡힐수 있으니 다행히 피해를 면하고 조금씩 상황이 호전 됩니다.,병의 원인을 찾아 적절한 처치를 받고 조기에 발견하여 조기 치료를 받기 바랍니다. 병은 마음에서 생기니 먼저 기력을 되찾는 것이 필요하겠습니다.,서두르지 않는 여행이라면 가능하고 한 번 더 계획을 재검토하여 때를 기다리는 것이 좋겠습니다. 서서히 자신에게 맞는 취미를 발견하게 됩니다.,오해가 풀려 피해를 입지 않고 끝납니다. 망설임이 사라지고 희망이 전혀 없는 것도 아니어서 서서히 호전됩니다.
19,태양,The Sun,생명,최고의 반려자로 축복받은 결혼입니다. 좋은 사람이 나타나 건전한 교제를 함으로써 행복한 가정을 이룹니다.,"개선, 발전하여 활동적으로 움직일 때입니다. 왕성한 활력에 주변에서 도와주는 사람이 있으며 보람있는 일이고 스포츠 등 활동적인 일이 좋습니다.",생기발랄하고 건강미가 넘치며 운동클럽이나 야외 스포츠로 더욱 건강해집니다. 강인한 생명력을 즐기도록 하고 임신 출산에 길합니다.,"등산이나 하이킹, 수영과 같은 건전한 레저는 모두 길하니 마음껏 대자연을 접하는 것이 좃습니다. 남국의 섬으로 떠나는 여행에 행운이 있습니다.",생기가 넘치며 생활력이 있고 쾌적한 생활로 밝은 미래가 보입니다. 의욕적인 태도로 계획은 순조롭게 진행됩니다.,준비되지 않은 사랑으로 괴로운 시련을 겪고 관계가 지속되지 않아 결혼으로 이어지지 않는 연애가 됩니다.사랑이 파경에 이를수 있으며 이혼의 위험이 있습니다.,힘든 일로 인해 노동에 대한 의욕이 저하되면서 일자리를 잃습니다. 한풀 꺾여 부하 육성에 실패하고 생산력이 떨어져 매상이 저하됩니다.,"체력이 떨어져 건강 상태가 나빠지고 유산의 위험이 있으니 조심할 필요가 있습니다. 일광욕이나 자연식, 자연요법으로 서서히 건강을 회복하는 것이 좋습니다.",변덕스러운 날씨로 여행이 취소되고 건강을 해치기 쉬우니 여행은 다음번으로 미루는게 좋습니다. 오래 가지 않을 취미나 끈기는 갖는 것이 이득입니다.,생활이 불안하여 활동력이 떨어지고 의기소침합니다. 대인 관계가 원만하지 못하고 계획이 취소 됩니다.
20,구원,Judgement,부활,사랑의 기적을 믿으면 되살아나 재회의 기쁨을 누리게 됩니다. 사랑을 알릴때로 큐피트가 존재하니 마음을 고백하면 좋겠습니다.,위기에서 탈출하고 변화가 뒤따라 날로 발전합니다. 일약 각광을 받아 좋은 소식이 기다리고 있고 결단을 내려야 하며 종교나 음악 관계가 좋습니다. ,건강을 금방 되찾아 건강이 주는 기쁨을 느낄 수 있습니다. 명의를 만나고 종교적인 신념의 효과가 있습니다.,"기분 전환도 최고의 여행이며 그리운 땅이나 휴양지로의 여행도 길합니다. 고향으로 돌아가게 되고 콘서트나 연주회, 발표회가 매우 길합니다.",되살아나는 기적을 믿으면 부활의 기쁨으로 운명이 호전됩니다. 시험이나 진학에 큰 행운이 있고 공개할 기회이기도 합니다.,과거의 상처나 추억에 집착하나 되돌릴 수 없는 사이입니다. 보는 눈이 없어 모처럼의 호의가 헛되이 됩니다.,미발표로 그칠 수 있으며 재기가 어려우니 다시 시작하는 것을 좋지 않습니다. 입사시험에 떨어지고 불리한 결정에 마음대로 되지 않는 상태입니다.,불안한 건강 상태로 재발의 위험이 있으나 두려워 말고 조기에 정밀검사를 하는게 좋겠습니다. 자포자기나 비관은 성급하니 신념을 갖는 것이 필요합니다.,여행을 연기하거나 취소할 경우가 많고 결국은 중지되기 쉽습니다. 발표나 전시를 하기에는 아직 미숙한 수준입니다.,결정을 못해 재기할 기미가 없고 재기를 한다해도 시간이 걸립니다. 나쁜소식에 환멸까지 느끼게 될 수 있습니다.
21,세계,The World,달성,최고의 커플로 만족스런 결혼입니다. 항상 생기발랄한 성격이 두 사람의 매력이며 행복한 결말을 이루는 해피엔드입니다.,목표를 달성하여 최고조에 달하고 성공하게 됩니다. 평생 직업으로 지속성이 있고 완전 무결하여 어느 분야의 일이나 길합니다.,안정된 컨디션으로 최적의 건강 상태를 유지합니다. 요가의 명상법으로 몸과 마음을 다스리면 균형 잡힌 몸매가 됩니다.,쾌적한 여행으로 해외여행은 행운이 뒤따르니 장기체류도 가능합니다. 만남과 수확이 많고 삶의 보람을 느끼는 취미를 갖을 필요가 있습니다.,성취하고 목표를 이루며 완성합니다. 정신이나 기운을 북돋고 외국관련 일에 행운이 있습니다.,침체 분위기로 좌절하기 쉽고 미완성으로 끝나는 사랑입니다. 분명치 않은 태도로 너무 익숙해진 사랑이 불만입니다.,준비부족으로 불완전하고 계획을 달성하지 못합니다. 마음이 해이해져 매너리즘에 빠지고 향상이 없는 시기이기에 평상심이 중요합니다.,몰려오는 피로감이 누적되어 해롭습니다. 정체 상태로 방심은 금물이며 호흡법을 통해 건강한 정신을 되찾을 필요가 있습니다.,계획에 문제가 있어 순조롭지 못한 여행으로 중단이 됩니다. 비행기 여행은 피하는 편이 좋고 무리 없는 스트레스 해소법을 사용해야 합니다.,미숙하여 계획에 문제가 생기고 결국 미완성으로 끝납니다. 슬럼프에 빠질 수 있고 포화상태이나 현실에 안주하지 말아야 합니다.
22,광대,The Fool,방랑,화려한 애정편견이 있고 사랑의 사냥꾼입니다. 특이한 사람들끼리 마음이 맞고 자유연애를 선호하며 파격적인 연애로 성공하게 됩니다.,허점이나 맹점을 노려 의외의 성공을 하고 독특한 인기를 누립니다. 항상 새로운 꿈을 추구하고 예술 관계나 자유업이 좋습니다.,건강 상태가 좋으며 기대 이상의 성과를 거둡니다. 독특한 화장법으로 미용과 건강에 새로운 방법을 도입하면 좋습니다.,여기 저기 떠돌아 다니는 자유분방한 여행이 좋습니다. 멀리 떠나고 싶은 심경으로 발길 닿는 대로 떠난 여행에 예상외의 수확이 있으며 독특한 취미를 시작해도 좋습니다.,모험을 시작하여 제로에서 출발합니다. 고정관념에 얽매이지 않고 내기에서 이기며 예술가 기질이 있습니다.,경솔하고 불안하며 맹목적인 사랑입니다. 금방 달아오르고 금방 식어버리며 결혼할 마음도 없는 현실도피의 사랑입니다.,무책임하고 해이해지며 불안정합니다. 일이 바뀌기 쉬우며 기울기 시작했음을 깨닫지 못하고 일확천금은 무리입니다.,"건강의 악화상태를 깨닫지 못할 만큼 멍청해지는 하락기 입니다. 불안정, 불규칙한 생활이 병의 원인으로 어지럼증, 추락사고를 주의 해야 합니다.",계획성이 부족하여 순조롭지 못하고 여비가 부족하여 중단되는 불안한 여행입니다. 여러가지 취미에 매달리면 실패하기 마련입니다.,목적지가 없는 여로로 정착하지 못하는 생활을 합니다. 기이한 행동에 유의하고 어리석은 자로 한탕을 노리다간 실패합니다.
